"en","vernacularName","vernacularAlternate","key","internalName","showKeyboard","useKeyboard","notes","Spanish","write-in","es","✓","Portuguese","write-in","pt","✓","French","write-in","fr","✓","Hebrew","write-in","he","✓","Arabic","write-in","ar","✓","Hindi","write-in","hi","✓","Bengali","write-in","bn","✓","Oriya","write-in","or","✓","as","✓","Indonesian","write-in","id","✓","Russian","write-in","ru","✓","Mandarin Chinese (simplified)","write-in","zh","✓","Hausa","write-in","ha","✓","Swahili","write-in","sw","✓","Amharic","write-in","am","✓","Thai","write-in","th","✓","Malay","write-in","ms","✓","Filipino","write-in","fil","✓","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tigre","ትግረ / ትግሬ","ኻሳ","tig","","","","","Tigre","","Tigre","FALSE","Tigre","Tigré","Tigré","TRUE","Tigre","","Tigre","FALSE","טיגרה","","טיגרה","FALSE","تيغري","","تيغري","FALSE","टाइग्रे","","टाइग्रे","FALSE","টাইগ্রে","টিগ্র ","টিগ্র ","TRUE","Tigre ରେ","","Tigre ରେ","FALSE","","FALSE","Tigre","Bahasa Tigre","Bahasa Tigre","TRUE","Тигре","тигре","тигре","TRUE","蒂格雷","","蒂格雷","FALSE","Tigre","","Tigre","FALSE","Tigre","Tigre","Tigre","TRUE","ትግሬ","","ትግሬ","FALSE","tigre","","tigre","FALSE","Tigre.","Bahasa Tigre","Bahasa Tigre","TRUE","Tigre.","","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tigrinya","ትግርኛ","","ti","","","","","tigriño","","tigriño","FALSE","Tigrinya","Tigrínia","Tigrínia","TRUE","tigrinya","","tigrinya","FALSE","בטיג'רינית","","בטיג'רינית","FALSE","التيغرينية","","التيغرينية","FALSE","तिग्रीन्या","","तिग्रीन्या","FALSE","তিগরিনিয়া","টিগ্রিনিয়া ","টিগ্রিনিয়া ","TRUE","ଟିଗ୍ରିନିୟା","","ଟିଗ୍ରିନିୟା","FALSE","","FALSE","Tigrinya","Bahasa Tigrinya","Bahasa Tigrinya","TRUE","тигринья","","тигринья","TRUE","提格雷语","","提格雷语","FALSE","Tigriyanci","","Tigriyanci","FALSE","Kitigrinya","Kitigrinya","Kitigrinya","TRUE","ትግርኛ","ትግርኛ","ትግርኛ","TRUE","tigrinya","","tigrinya","FALSE","Tigrinya.","Bahasa Tigrinya","Bahasa Tigrinya","TRUE","Tigrinya","","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tiv","dzwa Tiv","","tiv","","","","","TIV","","TIV","FALSE","tiv","Tive","Tive","TRUE","Tiv","","Tiv","FALSE","טיב","","טיב","FALSE","التيف","","التيف","FALSE","तिव","","तिव","FALSE","টিভ","টিভ","টিভ","TRUE","TIV","","TIV","FALSE","","FALSE","tiv","Bahasa Tiv","Bahasa Tiv","TRUE","Tiv","тив","тив","TRUE","蒂夫","","蒂夫","FALSE","Tiv","","Tiv","FALSE","Tiv","Tiv","Tiv","TRUE","Tiv","","Tiv","FALSE","tiv","","tiv","FALSE","Tiv.","Bahasa Tiv","Bahasa Tiv","TRUE","Tiv.","","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tok Pisin","Pijin","","tpi","Keyboard_european","","","","tok pisin","tok pisin","tok pisin","TRUE","Tok pisin","Tok Pisin","Tok Pisin","TRUE","Tok pisin","Tok Pisin","Tok Pisin","TRUE","טוק פיסין","","טוק פיסין","TRUE","التوك بيسين","التوك بيسين","التوك بيسين","FALSE","टोक पिसिन","","टोक पिसिन","FALSE","টোক পিসিন","টোক পিসিন","টোক পিসিন","TRUE","Tok ପାଇଁ Pisin","","Tok ପାଇଁ Pisin","FALSE","","FALSE","Tok Pisin","Bahasa Tok Pisin","Bahasa Tok Pisin","TRUE","Ток-писин","ток-писин","ток-писин","TRUE","皮钦语","","皮钦语","FALSE","Tok Pisin","","Tok Pisin","FALSE","Kitokpisin","Kitokpisin","Kitokpisin","TRUE","ቶክ ፒሰን","","ቶክ ፒሰን","FALSE","Tok Pisin","","Tok Pisin","FALSE","Tok Pisin.","Bahasa Tok Pisin","Bahasa Tok Pisin","TRUE","Tok Pisin.","","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tonga","Chitonga","","toi","","","","","Tonga","","Tonga","FALSE","Tonga","Tonga","Tonga","TRUE","Tonga","","Tonga","FALSE","טונגה","","טונגה","FALSE","تونغا","","تونغا","FALSE","टोंगा","","टोंगा","FALSE","টাঙ্গা","টঙ্গা","টঙ্গা","TRUE","ଟୋଙ୍ଗା","","ଟୋଙ୍ଗା","FALSE","","FALSE","Tonga","Bahasa Tonga","Bahasa Tonga","TRUE","Тонга","тонга","тонга","TRUE","汤加","","汤加","FALSE","Tonga","","Tonga","FALSE","Tonga","Tonga","Tonga","TRUE","ቶንጋ","","ቶንጋ","FALSE","ตองกา","","ตองกา","FALSE","Tonga.","Bahasa Chitonga","Bahasa Chitonga","TRUE","Tonga.","","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tongan","Lea Fakatonga","","ton","","","","","Tonga","","Tonga","FALSE","tonganês","Tonganês","Tonganês","TRUE","tongien","","tongien","FALSE","טונגן","","טונגן","FALSE","تونجا","","تونجا","FALSE","टोंगन","","टोंगन","FALSE","টোঙ্গান","টঙ্গান","টঙ্গান","TRUE","Tongan","","Tongan","FALSE","","FALSE","Tonga","Bahasa Tonga","Bahasa Tonga","TRUE","Тонги","тонганский","тонганский","TRUE","同安区","","同安区","FALSE","Tongan","","Tongan","FALSE","Tonga","Tongan","Tongan","TRUE","ቶንጋኛ","","ቶንጋኛ","FALSE","ตองกา","","ตองกา","FALSE","Tongan","Bahasa Tonga","Bahasa Tonga","TRUE","Tongan","","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Torres Strait Creole","Yumplatok","","tcs","","","","","Estrecho de Torres criolla","","Estrecho de Torres criolla","FALSE","Crioulo do Estreito de Torres","","Crioulo do Estreito de Torres","TRUE","Détroit de Torres Créole","","Détroit de Torres Créole","FALSE","טורס סטרייט קריאולי","","טורס סטרייט קריאולי","FALSE","مضيق توريس الكريول","","مضيق توريس الكريول","FALSE","टोरेस स्ट्रेट क्रियोल","","टोरेस स्ट्रेट क्रियोल","FALSE","Torres Strait Creole,","টরেস স্ট্রেইট ক্রিওল","টরেস স্ট্রেইট ক্রিওল","TRUE","Torres ପ୍ରଣାଳୀ Creole","","Torres ପ୍ରଣାଳୀ Creole","FALSE","","FALSE","Torres Strait Creole","Bahasa Kreol Selat Torres","Bahasa Kreol Selat Torres","TRUE","Пролива Торреса креольский","креольский язык Торресова пролива","креольский язык Торресова пролива","TRUE","托雷斯海峡克里奥尔语","","托雷斯海峡克里奥尔语","FALSE","Torres mashigar Creole","","Torres mashigar Creole","FALSE","Torres Strait Creole","Kikreoli cha Torres Strait ","Kikreoli cha Torres Strait ","TRUE","የቶረስ ስትሬት ክሪኦል","","የቶረስ ስትሬት ክሪኦል","FALSE","Torres ช่องแคบครีโอล","","Torres ช่องแคบครีโอล","FALSE","Torres Strait Creole.","Bahasa Kreol Selat Torres","Bahasa Kreol Selat Torres","TRUE","Torres Strait Creole.","","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tshiluba","Luba-Kasai","Luba-Lulua","lua","","","","","tshiluba","","tshiluba","FALSE","tshiluba","Tshiluba","Tshiluba","TRUE","Tshiluba","","Tshiluba","FALSE","צ'ילובה","","צ'ילובה","FALSE","التشيلوبا","","التشيلوبا","FALSE","शिलूबा","","शिलूबा","FALSE","শিলুবা","শিলুবা","শিলুবা","TRUE","Tshiluba","","Tshiluba","FALSE","","FALSE","Tshiluba","Bahasa Tshiluba","Bahasa Tshiluba","TRUE","Tshiluba","чилуба","чилуба","TRUE","施鲁巴","","施鲁巴","FALSE","Harshen Tshiluba","","Harshen Tshiluba","FALSE","Tshiluba","Tshiluba","Tshiluba","TRUE","ጽሂሉባ","","ጽሂሉባ","FALSE","tshiluba","","tshiluba","FALSE","Tshiluba.","Bahasa Tshiluba","Bahasa Tshiluba","TRUE","Tshiluba.","","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tsonga","Xitsonga","","ts","","","","","Tsonga","","Tsonga","FALSE","Tsonga","Tsonga","Tsonga","TRUE","Tsonga","","Tsonga","FALSE","טסונגה","","טסונגה","FALSE","تسونجا","","تسونجا","FALSE","सोंगा","","सोंगा","FALSE","সঙ্গা","সঙ্গা","সঙ্গা","TRUE","Tsonga","","Tsonga","FALSE","","FALSE","Tsonga","Bahasa Tsonga","Bahasa Tsonga","TRUE","Тсонга","шангаан","шангаан","TRUE","特松加","","特松加","FALSE","tsonga","","tsonga","FALSE","Kitsonga","Kitsonga","Kitsonga","TRUE","ጾንጋ","","ጾንጋ","FALSE","ซองก้า","","ซองก้า","FALSE","Tsonga.","Bahasa Tsonga","Bahasa Tsonga","TRUE","Tsonga.","","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tswana","Setswana","","tn","","","","","tsuana","","tsuana","FALSE","Tswana","Tswana","Tswana","TRUE","Tswana","","Tswana","FALSE","צוואנה","","צוואנה","FALSE","التسوانية","","التسوانية","FALSE","सेत्स्वाना","","सेत्स्वाना","FALSE","সোয়ানা","স্বানা ","স্বানা ","TRUE","Tswana","","Tswana","FALSE","","FALSE","Tswana","Bahasa Tswana","Bahasa Tswana","TRUE","Tswana","тсвана","тсвана","TRUE","茨瓦纳语","","茨瓦纳语","FALSE","Tswana","","Tswana","FALSE","Kitswana","Kitswana","Kitswana","TRUE","ጢስዋናኛ","","ጢስዋናኛ","FALSE","วนานา","","วนานา","FALSE","Tswana.","Bahasa Tswana","Bahasa Tswana","TRUE","Tswana","","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tucano","Dahseyé","","tuo","","","","","Tucano","","Tucano","FALSE","Tucano","Tucano","Tucano","TRUE","Tucano","","Tucano","FALSE","Tucano","","Tucano","FALSE","توكانو","","توكانو","FALSE","Tucano","","Tucano","FALSE","Tucano,","টকানো ","টকানো ","TRUE","Tucano","","Tucano","FALSE","","FALSE","Tucano","Bahasa Tucano","Bahasa Tucano","TRUE","Tucano","тукано","тукано","TRUE","巨嘴鸟","","巨嘴鸟","FALSE","Tucano","","Tucano","FALSE","Tucano","Tucano","Tucano","TRUE","Tucano","","Tucano","FALSE","tucano","","tucano","FALSE","Tucano.","Bahasa Tucano","Bahasa Tucano","TRUE","Tucano.","","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Turkish","Türkçe","","tr","","","","","turco","","turco","FALSE","turco","Turco","Turco","TRUE","turc","","turc","FALSE","טורקי","","טורקי","FALSE","اللغة التركية","","اللغة التركية","FALSE","तुर्की","","तुर्की","FALSE","তুর্কী","তুর্কী","তুর্কী","TRUE","ତୁର୍କିସ୍","","ତୁର୍କିସ୍","FALSE","","FALSE","Turki","Bahasa Turki","Bahasa Turki","TRUE","турецкий","","турецкий","TRUE","土耳其","","土耳其","FALSE","Turkish","","Turkish","FALSE","Kituruki","Kituruki","Kituruki","TRUE","ቱሪክሽ","","ቱሪክሽ","FALSE","ตุรกี","","ตุรกี","FALSE","Turki.","Bahasa Turki","Bahasa Turki","TRUE","Turkish","","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
